Year,Title,Experience,Employment Status,Salary (USD),Employee Residence,Remote Ratio,Company Location,Company Size
2024,Data Scientist,Senior-level / Expert,Full-time,85000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,150000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Senior-level / Expert,Full-time,210000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Mid-level / Intermediate,Full-time,151800,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Mid-level / Intermediate,Full-time,133000,United States,100,United States,Medium (50-250)
2024,Machine Learning Engineer,Mid-level / Intermediate,Full-time,133000,United States,100,United States,Medium (50-250)
2024,Software Engineer,Mid-level / Intermediate,Full-time,90950,United States,0,United States,Medium (50-250)
2024,Research Engineer,Senior-level / Expert,Full-time,210000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Senior-level / Expert,Full-time,200000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Senior-level / Expert,Full-time,232000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Senior-level / Expert,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Research Engineer,Senior-level / Expert,Full-time,232000,United States,0,United States,Medium (50-250)
2024,Research Scientist,Senior-level / Expert,Full-time,240240,United States,0,United States,Medium (50-250)
2024,Software Engineer,Mid-level / Intermediate,Full-time,128000,United States,0,United States,Medium (50-250)
2024,Research Scientist,Senior-level / Expert,Full-time,217558,United States,0,United States,Medium (50-250)
2024,Research Scientist,Senior-level / Expert,Full-time,294000,United States,0,United States,Medium (50-250)
2024,Data Specialist,Mid-level / Intermediate,Full-time,125800,United States,0,United States,Medium (50-250)
2024,Research Scientist,Senior-level / Expert,Full-time,137600,United States,0,United States,Medium (50-250)
2024,Data Specialist,Mid-level / Intermediate,Full-time,93000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,243400,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,187300,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,161500,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,138200,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,199500,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,259000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,204000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,86700,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,276000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,148000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,103200,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,172000,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,267100,United States,100,United States,Medium (50-250)
2024,Solutions Architect,Senior-level / Expert,Full-time,276000,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,190800,United States,100,United States,Medium (50-250)
2024,Solutions Architect,Senior-level / Expert,Full-time,180000,United States,100,United States,Medium (50-250)
2024,Data Integration Engineer,Executive-level / Director,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,135000,United States,100,United States,Medium (50-250)
2024,Data Integration Engineer,Executive-level / Director,Full-time,150000,United States,0,United States,Medium (50-250)
2024,Decision Scientist,Mid-level / Intermediate,Full-time,75705,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,140000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,108000,United States,100,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,137600,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,105000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,95000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,70000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,116800,United States,0,United States,Medium (50-250)
2024,Decision Scientist,Mid-level / Intermediate,Full-time,175100,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,87600,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,91000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,76100,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,103300,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,147500,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,85000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,132000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,97000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,170500,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,75000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,89000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,85000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,143100,United States,0,United States,Large (>250)
2024,Data Analyst,Entry-level / Junior,Full-time,124000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,181479,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,82000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,84000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,66900,United States,0,United States,Large (>250)
2024,Data Quality Engineer,Senior-level / Expert,Full-time,111900,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,92300,United States,0,United States,Medium (50-250)
2024,Data Analyst,Entry-level / Junior,Full-time,203280,United States,0,United States,Medium (50-250)
2024,Research Analyst,Mid-level / Intermediate,Full-time,90000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,276000,United States,0,United States,Medium (50-250)
2024,Data Quality Engineer,Senior-level / Expert,Full-time,136700,United States,0,United States,Medium (50-250)
2024,Research Analyst,Mid-level / Intermediate,Full-time,120000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,148000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,322000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,339250,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,168000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,281000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,281000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,206000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,223000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,227900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,206000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,150000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,126600,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,177000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,239000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,136000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,195000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,252000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,95000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,168000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,265200,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,176800,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,243300,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,131500,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,214127,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,155000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,124000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,209720,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,196900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,196900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,212109,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,209720,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,183503,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,175457,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,266000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,177000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,323400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,185800,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,176800,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,265200,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,234000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,108000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,180393,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,175420,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,225624,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,196900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,209720,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,196900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,196900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,178418,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,209720,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,196900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,183552,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,209720,United States,0,United States,Medium (50-250)
2024,Data Modeler,Mid-level / Intermediate,Full-time,105000,United States,0,United States,Medium (50-250)
2024,Data Modeler,Mid-level / Intermediate,Full-time,80000,United States,0,United States,Medium (50-250)
2024,Applied Scientist,Senior-level / Expert,Full-time,118500,United States,0,United States,Medium (50-250)
2024,Applied Scientist,Mid-level / Intermediate,Full-time,222200,United States,0,United States,Large (>250)
2024,Applied Scientist,Senior-level / Expert,Full-time,150400,United States,0,United States,Large (>250)
2024,Applied Scientist,Senior-level / Expert,Full-time,150400,United States,0,United States,Large (>250)
2024,Applied Scientist,Senior-level / Expert,Full-time,260000,United States,0,United States,Large (>250)
2024,Applied Scientist,Senior-level / Expert,Full-time,260000,United States,0,United States,Large (>250)
2024,Applied Scientist,Senior-level / Expert,Full-time,219100,United States,0,United States,Medium (50-250)
2024,Business Intelligence Developer,Mid-level / Intermediate,Full-time,159500,United States,0,United States,Medium (50-250)
2024,Applied Scientist,Mid-level / Intermediate,Full-time,136000,United States,0,United States,Large (>250)
2024,Business Intelligence Developer,Mid-level / Intermediate,Full-time,85000,United States,0,United States,Medium (50-250)
2024,BI Analyst,Senior-level / Expert,Full-time,100000,United States,0,United States,Medium (50-250)
2024,BI Analyst,Senior-level / Expert,Full-time,80000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Mid-level / Intermediate,Full-time,192871,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,230000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,283780,United States,0,United States,Medium (50-250)
2024,Software Engineer,Mid-level / Intermediate,Full-time,200200,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Entry-level / Junior,Full-time,144000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Entry-level / Junior,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Entry-level / Junior,Full-time,216000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Entry-level / Junior,Full-time,195000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Entry-level / Junior,Full-time,216000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,331640,United States,0,United States,Medium (50-250)
2024,Software Engineer,Entry-level / Junior,Full-time,144000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,140000,United States,0,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,190000,United States,100,United States,Medium (50-250)
2024,Machine Learning Engineer,Senior-level / Expert,Full-time,140000,United States,100,United States,Medium (50-250)
2024,Machine Learning Platform Engineer,Mid-level / Intermediate,Full-time,220000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,140000,United States,0,United States,Medium (50-250)
2024,Machine Learning Platform Engineer,Mid-level / Intermediate,Full-time,150000,United States,0,United States,Medium (50-250)
2024,Machine Learning Scientist,Senior-level / Expert,Full-time,200000,United States,0,United States,Medium (50-250)
2024,Machine Learning Scientist,Senior-level / Expert,Full-time,135000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,258524,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,290180,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,221000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,138000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,128000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,81500,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,116900,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,217100,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,300000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,235000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,82400,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,156200,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,56250,Great Britain,100,Great Britain,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,209720,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,47500,Great Britain,100,Great Britain,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,172000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,101000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,185000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,221000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,225600,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,196900,United States,0,United States,Medium (50-250)
2024,Software Engineer,Entry-level / Junior,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Entry-level / Junior,Full-time,104000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Mid-level / Intermediate,Full-time,180393,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,230000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,185000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,131500,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,243300,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,106500,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,167500,United States,0,United States,Medium (50-250)
2024,Software Engineer,Mid-level / Intermediate,Full-time,112000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Mid-level / Intermediate,Full-time,82600,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,206591,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,209720,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,235400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,159832,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,212109,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,239748,United States,0,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,154500,United States,100,United States,Medium (50-250)
2024,Data Analyst,Mid-level / Intermediate,Full-time,131325,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,165600,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,323400,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,178000,United States,100,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,117000,United States,100,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,245000,United States,100,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,193500,United States,100,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,219700,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,164299,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,106700,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,165300,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,141000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,122000,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,131250,Great Britain,0,Great Britain,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,106250,Great Britain,0,Great Britain,Medium (50-250)
2024,Data Manager,Senior-level / Expert,Full-time,75000,United States,100,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,168500,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,66666,France,0,France,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,225000,United States,0,United States,Medium (50-250)
2024,Data Architect,Senior-level / Expert,Full-time,246500,United States,0,United States,Medium (50-250)
2024,Data Engineer,Senior-level / Expert,Full-time,77777,France,0,France,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,125000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,210000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,175000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,267100,United States,100,United States,Medium (50-250)
2024,Data Manager,Senior-level / Expert,Full-time,95000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,190800,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,178660,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,212780,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,219200,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,162400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,196700,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,192000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,122900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,190000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Executive-level / Director,Full-time,220000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,243000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,165000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,122900,United States,0,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,196700,United States,0,United States,Medium (50-250)
2024,Data Scientist,Executive-level / Director,Full-time,185000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,114000,United States,100,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,232700,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,145400,United States,0,United States,Medium (50-250)
2024,Data Scientist,Mid-level / Intermediate,Full-time,230000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Senior-level / Expert,Full-time,160000,United States,100,United States,Medium (50-250)
2024,Engineering Manager,Mid-level / Intermediate,Full-time,210000,United States,0,United States,Medium (50-250)
2024,Data Scientist,Entry-level / Junior,Full-time,130000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,160000,United States,100,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,156250,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,210000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,125000,United States,100,United States,Medium (50-250)
2024,Engineering Manager,Mid-level / Intermediate,Full-time,160000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Mid-level / Intermediate,Full-time,150000,United States,0,United States,Medium (50-250)
2024,Analytics Engineer,Senior-level / Expert,Full-time,114000,United States,100,United States,Medium (50-250)
2024,Software Engineer,Executive-level / Director,Full-time,230000,United States,100,United States,Medium (50-250)
2024,Analytics Engineer,Mid-level / Intermediate,Full-time,180000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Executive-level / Director,Full-time,180000,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,170000,United States,100,United States,Medium (50-250)
2024,Research Scientist,Senior-level / Expert,Full-time,207000,United States,100,United States,Medium (50-250)
2024,Research Scientist,Senior-level / Expert,Full-time,149800,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,130000,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,190000,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,130000,United States,100,United States,Medium (50-250)
2024,Decision Scientist,Senior-level / Expert,Full-time,145000,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,289400,United States,100,United States,Medium (50-250)
2024,Decision Scientist,Senior-level / Expert,Full-time,177500,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,206700,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,206700,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,289400,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,206700,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,289400,United States,100,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,289400,United States,100,United States,Medium (50-250)
2024,BI Analyst,Senior-level / Expert,Full-time,69257,Great Britain,0,Great Britain,Medium (50-250)
2024,Bear Robotics,Mid-level / Intermediate,Full-time,215000,United States,0,United States,Medium (50-250)
2024,Software Engineer,Senior-level / Expert,Full-time,206700,United States,100,United States,Medium (50-250)
2024,BI Analyst,Senior-level / Expert,Full-time,55405,Great Britain,0,Great Britain,Medium (50-250)
2024,Bear Robotics,Mid-level / Intermediate,Full-time,120000,United States,0,United States,Medium (50-250)
2024,Business Intelligence Engineer,Senior-level / Expert,Full-time,175000,United States,100,United States,Medium (50-250)
2024,Business Intelligence Engineer,Senior-level / Expert,Full-time,150000,United States,100,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,175000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,140000,United States,0,United States,Medium (50-250)
2024,Data Analyst,Senior-level / Expert,Full-time,110000,United States,100,United States,Medium (50-250)
